대분류	중분류	Advertiser	Brand	광고목적	Device	Media	Category	Product	Period	date	Imp	click	cost	conversion	Creative	layout	background	object	button	Shape	benefit	keytopic	keyword	trigger	adcopy
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	SK엔카	배너광고	띠배너	2018/02/01~2018/02/28	2018-02-26	123012	220	103180			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	SK엔카	배너광고	띠배너	2018/02/01~2018/02/28	2018-02-27	110378	218	102242			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	SK엔카	배너광고	띠배너	2018/02/01~2018/02/28	2018-02-28	87674	198	158598			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	메인타임보드(기본형)	43139	2018-02-08	6247097	5846	4682646			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	메인타임보드(기본형)	43143	2018-02-12	6356409	5667	4539267			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	메인타임보드(기본형)	43139	2018-02-08	6242613	7289	5838489			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	메인타임보드(기본형)	43143	2018-02-12	6357803	6864	5498064			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/02/05~2018/02/11	2018-02-05	197215	50	40050			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/02/05~2018/02/11	2018-02-06	195992	59	47259			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/02/05~2018/02/11	2018-02-07	190098	45	36045			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/02/05~2018/02/11	2018-02-08	187623	56	44856			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/02/05~2018/02/11	2018-02-09	202545	51	40851			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/02/05~2018/02/11	2018-02-10	103413	28	22428			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/02/05~2018/02/11	2018-02-11	116859	36	28836			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/02/05~2018/02/11	2018-02-05	197085	72	57672			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/02/05~2018/02/11	2018-02-06	195624	68	54468			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/02/05~2018/02/11	2018-02-07	189814	66	52866			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/02/05~2018/02/11	2018-02-08	187607	67	53667			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/02/05~2018/02/11	2018-02-09	201901	62	49662			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/02/05~2018/02/11	2018-02-10	103808	30	24030			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/02/05~2018/02/11	2018-02-11	117993	41	32841			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-05	188920	535	428535			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-06	190479	580	464580			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-07	192922	575	460575			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-08	189671	568	454968			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-09	187703	559	447759			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-10	179905	547	438147			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-11	181881	508	406908			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-12	200934	617	494217			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-13	198875	524	419724			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-14	202861	608	487008			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-15	165904	457	366057			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-16	178651	526	421326			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-17	173233	485	388485			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-18	193876	547	438147			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-05	189032	641	513441			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-06	191339	675	540675			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-07	193808	615	492615			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-08	190612	619	495819			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-09	188131	613	491013			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-10	180807	580	464580			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-11	181682	591	473391			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-12	200967	636	509436			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-13	199121	601	481401			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-14	203659	641	513441			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-15	165228	506	405306			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-16	178829	539	431739			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-17	172734	557	446157			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-18	194075	632	506232			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-05	187433	544	435744			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-06	184002	553	442953			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-07	176028	506	405306			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-08	177934	458	366858			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-09	174600	517	414117			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-10	177386	547	438147			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-11	200472	632	506232			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-12	186380	517	414117			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-13	188930	466	373266			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-14	217821	616	493416			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-15	212832	685	548685			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-16	232016	724	579924			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-17	203115	667	534267			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-18	207009	616	493416			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-05	187708	593	474993			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-06	184067	545	436545			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-07	176116	503	402903			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-08	177373	516	413316			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-09	174409	435	348435			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-10	177873	522	418122			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-11	199815	612	490212			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-12	186575	533	426933			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-13	189375	554	443754			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-14	217445	669	535869			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-15	212122	711	569511			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-16	231644	775	620775			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-17	204005	696	557496			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/02/05~2018/02/18	2018-02-18	206987	685	548685			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	다음	배너광고	TOP포커스뷰(1탭)	43132	2018-02-01	12851384	43612	13519720			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	다음	배너광고	TOP포커스뷰(1탭)	43137	2018-02-06	9436462	30263	9381530			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	다음	배너광고	TOP포커스뷰(1탭)	43132	2018-02-01	12849809	45378	14067180			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
자동차및수송기기	전문서비스	르노삼성	Transversal	이벤트참여	MO	다음	배너광고	TOP포커스뷰(1탭)	43137	2018-02-06	13280357	42246	13096260			좌측	단색_밝은색	실사	유도형	가로형	경품	이벤트	증정	Reward	Attention
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/02~2018/02/09	2018-02-02	153483	293	29007			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/02~2018/02/09	2018-02-03	148853	288	28512			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/02~2018/02/09	2018-02-04	144697	288	28512			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/02~2018/02/09	2018-02-05	120233	267	26433			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/02~2018/02/09	2018-02-06	118490	253	25047			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/02~2018/02/09	2018-02-07	126530	267	26433			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/02~2018/02/09	2018-02-08	138069	292	28908			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/02~2018/02/09	2018-02-09	171724	285	28215			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/02~2018/02/09	2018-02-02	39596	106	10494			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/02~2018/02/09	2018-02-03	35304	80	7920			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/02~2018/02/09	2018-02-04	33730	83	8217			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/02~2018/02/09	2018-02-05	26716	75	7425			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/02~2018/02/09	2018-02-06	25073	62	6138			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/02~2018/02/09	2018-02-07	26306	74	7326			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/02~2018/02/09	2018-02-08	28646	73	7227			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/02~2018/02/09	2018-02-09	34821	69	6831			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/26~2018/03/04	2018-02-26	121780	186	18414			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/26~2018/03/04	2018-02-27	118403	196	19404			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/26~2018/03/04	2018-02-28	134537	208	20592			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/26~2018/03/04	2018-03-01	122718	186	18414			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/26~2018/03/04	2018-03-02	145404	210	20790			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/26~2018/03/04	2018-03-03	142242	178	17622			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/26~2018/03/04	2018-03-04	140216	169	16731			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/26~2018/03/04	2018-02-26	18164	43	4257			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/26~2018/03/04	2018-02-27	17658	47	4653			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/26~2018/03/04	2018-02-28	21054	39	3861			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/26~2018/03/04	2018-03-01	17849	40	3960			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/26~2018/03/04	2018-03-02	20959	34	3366			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/26~2018/03/04	2018-03-03	20462	42	4158			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(AOS)	2018/02/26~2018/03/04	2018-03-04	20225	45	4455			좌측	단색_밝은색	실사	없음	가로형		체험	추천	Reliability	Question
서비스	숙박/여행	한화생명	ZUMO	앱설치	MO	고속버스모바일	배너광고	띠배너(IOS)	2018/02/10~2018/02/18	2018-02-10	170352	312	30888			좌측	면분할	실사	없음	가로형		체험	추천	Reliability	Question
